rec_id,first_name,last_name,gender,dob,city,health_id,national_id
rec-00000409-aaa-0,Laban,Chebet,Male,20090123,Bungoma,091-669-8551,200205017398197
rec-00000410-aaa-0,Ann,Kibet,Female,20040318,Ol Kalou,098-111-4514,200008265352798
rec-00000410-bbb-0,,Kibet,Female,20040328,,098-211-4514,
rec-00000410-bbb-1,Al,Kipet,Female,20040328,Ol Kalou,098-111-4t13,
rec-00000411-aaa-0,Dorothy,Robi,Female,19930709,Nairobi,047-937-4495,199904022300103
rec-00000411-bbb-0,Dorotht,Robi,,19930709,,,
rec-00000412-aaa-0,Shem,Kipkosgei,Male,20020916,Homa Bay,011-652-7724,199601045247302
rec-00000413-aaa-0,Alfred,Samuel,Male,19991202,Machakos,011-112-3276,200108268258541
rec-00000414-aaa-0,Peter,Njau,Male,19980308,Nairobi,011-299-1425,199408084669714
rec-00000415-aaa-0,Elizabeth,Makena,Female,19950424,Kapenguria,011-112-1740,200707050302575
rec-00000415-bbb-0,,gMakena,,19950424,,011-112-1740,
rec-00000415-bbb-1,Elizabeth,Mackena,Female,,,,
rec-00000416-aaa-0,Faiza,Tarus,Female,19990929,Nairobi,011-652-8764,200202088725241
rec-00000416-bbb-0,Fiazk,aTfust,Female,199909q9,Nairobi,0q1-y52-8764,
rec-00000416-bbb-1,Faiza,Tarut,Female,,,,
rec-00000417-aaa-0,Kioko,Ng'ang'a,Female,19920929,Chuka,091-604-4588,199009206770456
rec-00000418-aaa-0,Benson,Chacha,Male,19990619,Kitale,025-891-5355,200104033534134
rec-00000418-bbb-0,Benzron,Chacha,,19990619,,025-891-4355,200100433534134
rec-00000419-aaa-0,Mwaniki,Mwangi,Female,20011116,Chuka,091-874-3689,201005061906193
rec-00000420-aaa-0,Cleophas,Ndirangu,Male,19971027,Mombasa,047-269-1394,200405183704411
rec-00000421-aaa-0,Muiruri,Juma,Female,20020201,Voi,033-538-7480,200404158445557
rec-00000422-aaa-0,Jackson,Kamau,Male,19930803,Kitengela,011-463-7759,199908289360102
rec-00000422-bbb-0,Jackzon,Kamau,Male,19939803,,021-e63-7u59,
rec-00000422-bbb-1,Jacxon,Kamo,Male,,,011-463-7759,
rec-00000423-aaa-0,Sylvia,Mohamed,Female,20040525,Nairobi,011-524-1744,199612250085141
rec-00000424-aaa-0,Gladys,Charo,Female,20040615,Kisumu,022-544-7060,200110224489528
rec-00000425-aaa-0,Glory,Kemboi,Male,20061206,Nanyuki,011-294-7423,199607149135078
rec-00000426-aaa-0,Lydiah,Achieng,Female,20070514,Kisumu,034-731-0882,200003029560477
rec-00000426-bbb-0,Lytiah,Achirng,Female,,,034-731-9882,200003029560477
rec-00000427-aaa-0,Abdi,Otieno,Male,19970212,Yala,091-493-4973,200303154737668
rec-00000427-bbb-0,Abdu,Otieno,Male,19970211,,091-494-4973,200303154737686
rec-00000427-bbb-1,Apdy,Odieno,,,Yala,091-493-5973,200303154737668
rec-00000428-aaa-0,Mwiti,Gitahi,Male,19910304,Ruiru,091-658-8409,199304110059891
rec-00000429-aaa-0,Nancy,Muktar,Female,19960826,Nairobi,046-219-7111,199806016368375
rec-00000430-aaa-0,Richard,Mwanzia,Male,19990708,Eldama Ravine,098-119-9881,200412162056397
rec-00000431-aaa-0,Julius,Wangui,Male,20020624,Nyeri,091-125-6808,199603208536302
rec-00000432-aaa-0,George,Kimathi,Male,20010113,Matuu,022-100-9208,199908071697655
rec-00000433-aaa-0,Joseph,Obare,Male,20030114,Ruiru,011-114-5381,200001218405625
rec-00000433-bbb-0,Js0eph,Obaar,Male,20030114,,011-114-53i1,20000121840562
rec-00000433-bbb-1,Jos4ph,Obars,,20030114,,,200001218405625
rec-00000434-aaa-0,Veronicah,Kwemoi,Female,19951201,Nairobi,091-833-0967,200312179701545
rec-00000435-aaa-0,James,Mwaniki,Male,20020506,Keroka,011-654-8896,200108063558068
rec-00000436-aaa-0,Gregory,Irungu,Male,19960515,Mombasa,091-409-5989,200705156544955
rec-00000436-bbb-0,Gahegorp,Iraungu,,,,091-409-5989,200705156544955
rec-00000437-aaa-0,Ann,Koech,Female,20040728,Ongata Rongai,011-114-1238,199407152752585
rec-00000438-aaa-0,Newton,Achieng,Male,19971009,Nairobi,091-612-6359,199702037374889
rec-00000439-aaa-0,Ruth,Gacheri,Female,19980722,Meru,011-651-4493,199307302819331
rec-00000439-bbb-0,Rut,jGacery,,19980822,Meru,011-651-4493,
rec-00000439-bbb-1,Ruthie,Gaceeri,,,Meru,011-651-4493,
rec-00000440-aaa-0,Beatrice,Ndunda,Female,19960302,Nairobi,047-600-5743,200212121992593
rec-00000440-bbb-0,Beadrike,Nduxda,,19960302,,047-600-5743,200212121992543
rec-00000441-aaa-0,Ann,Kobia,Female,19941103,Wundanyi,058-212-4652,200205027686336
rec-00000442-aaa-0,Sylvia,Mutemi,Female,19990126,Nairobi,091-825-7738,200102280401937
rec-00000442-bbb-0,Silvia,Mutemi,,199901w6,Nairobi,,
rec-00000442-bbb-1,Sylvie,Mutemi,,,,091-825-7738,220122804013937
rec-00000443-aaa-0,Beatrice,Limo,Female,19950830,Webuye,025-260-9045,199208204136327
rec-00000444-aaa-0,John,Gathogo,Male,19940124,Vihiga,047-400-7389,200001181086324
rec-00000445-aaa-0,Abdihakim,Chepkemboi,Male,20011025,Chuka,011-467-7876,199402111313754
rec-00000446-aaa-0,Patrick,Ndirangu,Male,19970622,Homa Bay,098-111-5193,199607265367766
rec-00000446-bbb-0,Patrikk,diraiku,Male,,,098-111-5193,1996076275367766
rec-00000446-bbb-1,,Ndirabgu,Male,19970622,,098-211-5193,
rec-00000447-aaa-0,Ouma,Muhumed,Male,19940411,Mandera,058-358-4814,200608300150745
rec-00000448-aaa-0,Michael,Kathure,Male,19960413,Kitui,058-378-9364,200404029544087
rec-00000448-bbb-0,Mixarl,Kadhur,,19960413,,058-388-9364,200404029544087
rec-00000448-bbb-1,,Kathure,,19960r13,,058-378-9364,208404209544087
rec-00000449-aaa-0,Mary,Muriuki,Female,19920909,Nairobi,011-651-9432,199411294258249
rec-00000450-aaa-0,Charles,Joel,Male,19930614,Yala,091-768-1943,199005240690038
rec-00000451-aaa-0,Kiptoo,Wabomba,Male,19971104,Nairobi,025-685-5973,200507067013312
rec-00000452-aaa-0,Peter,Mwangi,Male,19990501,Runyenjes,011-652-1068,200212026531905
rec-00000452-bbb-0,Peter,Mwangi,,,,011-652-1069,
rec-00000453-aaa-0,Emily,Nderitu,Female,19980207,Kapenguria,091-765-6303,199812037218949
rec-00000453-bbb-0,Emilt,Ndritu,Female,,Kapenguria,,
rec-00000454-aaa-0,Derrick,Imali,Male,20010528,Mandera,011-256-5356,200007263248797
rec-00000454-bbb-0,Derrick,,,20010528,,,20000726324877
rec-00000454-bbb-1,Derick,Imali,,20910528,,011-256-5356,20007263248797
rec-00000455-aaa-0,Hussein,Kwamboka,Male,19950220,Meru,011-285-1207,199902138432998
rec-00000455-bbb-0,vHussein,Kwambokqa,,19950220,,011-285-1207,
rec-00000456-aaa-0,Dickson,Kibet,Male,19900611,Siaya,011-652-2947,200001083568642
rec-00000457-aaa-0,Rose,Ndegwa,Female,20020805,Nyamira,033-379-2183,200307247291985
rec-00000458-aaa-0,Tabitha,Ndungu,Female,20000523,Rongo,025-434-4159,200005260199215
rec-00000458-bbb-0,Tavita,Ndungu,,20000523,,,20005260199215
rec-00000459-aaa-0,Njoki,Nasambu,Male,20051214,Rumuruti,091-464-0762,200110058296744
rec-00000460-aaa-0,Stephen,Edin,Male,20001115,Lodwar,011-651-5448,200012060764622
rec-00000460-bbb-0,Sdef4n,Edkn,Male,20001115,,,200012929764622
rec-00000461-aaa-0,Rachael,Kungu,Female,19930208,Kiambu,011-382-1035,199406172538153
rec-00000462-aaa-0,Daniel,Atieno,Male,19971102,Molo,011-263-9935,200108229158864
rec-00000463-aaa-0,Lucy,Mwanzia,Female,20021011,Voi,011-487-6430,200110182089769
rec-00000464-aaa-0,Patrick,Ndung'u,Male,19940801,Nairobi,047-505-0344,199610262218716
rec-00000465-aaa-0,Rose,Mwalimu,Female,20091005,Thika,058-734-7605,200604049041705
rec-00000466-aaa-0,Marion,Kimotho,Female,19971107,Eldama Ravine,011-651-9155,200710107935602
rec-00000466-bbb-0,Marioh,Kimotho,,19971207,,011-651-0155,200710107935602
rec-00000467-aaa-0,Violet,Njenga,Female,19990128,Vihiga,011-654-9165,200303086209346
rec-00000468-aaa-0,Daniel,Ndung'u,Male,19961025,Homa Bay,025-563-6135,200707156480964
rec-00000469-aaa-0,Leila,Rono,Female,19980318,Nairobi,091-169-7670,199512028525273
rec-00000469-bbb-0,iLelia,,,19980318,Nairobi,,
rec-00000469-bbb-1,Leila,Rono,,1998031u,,091-1y8-7670,1995192028425273
rec-00000470-aaa-0,Eva,Mwangi,Female,20050622,Kikuyu,098-111-8114,200405033921825
rec-00000470-bbb-0,Evs,Mwanggi,Female,20059622,Kikuyu,098-121-8114,20040503392125
rec-00000471-aaa-0,Albert,Munga,Male,20071002,Vihiga,057-703-6458,200407234245571
rec-00000472-aaa-0,Robert,Ngugi,Male,20060116,Nakuru,091-801-4452,200004270647033
rec-00000473-aaa-0,Carlos,Gicheru,Male,19941028,Busia,011-655-5544,200101196283666
rec-00000473-bbb-0,,Gicheru,Male,19941928,,011-655-5r44,200101196283666
rec-00000473-bbb-1,Caroos,Giceru,,1994q928,Busia,011-655-5544,2001051196283666
rec-00000474-aaa-0,Anthony,Said,Male,19920812,Mombasa,011-307-8570,199808198307704
rec-00000475-aaa-0,Anna,Chepngeno,Female,20010610,Ongata Rongai,091-188-3680,200710291168512
rec-00000475-bbb-0,Anha,Chepneeno,,20010610,Ongata Rongai,092-188-3680,
rec-00000475-bbb-1,Anna,Chepngeno,,,,091-188-3690,
rec-00000476-aaa-0,Pamela,Juma,Female,20020911,Juja,098-111-2647,200103098724952
rec-00000477-aaa-0,Everline,Wanjala,Female,20050102,Nairobi,046-854-5889,199108084650223
rec-00000478-aaa-0,Abraham,Adhiambo,Male,20090127,Nyahururu,033-172-6408,200005292120599
rec-00000478-bbb-0,Abrraham,Aehiambo,Male,,Nyahururu,033-172-y408,200009292120599
rec-00000479-aaa-0,Salome,Mohamed,Female,19960516,Nakuru,011-345-6251,200503257340271
rec-00000479-bbb-0,Salom,Mohamet,,19960516,,,200503257340271
rec-00000480-aaa-0,Paul,Ekidor,Male,19990402,Kitui,033-369-0611,199608171261644
rec-00000481-aaa-0,Stephen,Cheboi,Male,20030121,Kilifi,011-114-7947,199408217482335
rec-00000482-aaa-0,Dorothy,Wangui,Female,19960207,Juja,011-269-4581,199511023969132
rec-00000483-aaa-0,Musa,Wangechi,Male,20030712,Nairobi,011-651-6586,198708277124769
rec-00000483-bbb-0,,Wamgecgy,,20030712,Nairobi,,
rec-00000483-bbb-1,Mua,Wangefhi,,20030712,Nairobi,011-651-6686,987082771247765
rec-00000484-aaa-0,Mohamed,Kariuki,Male,19980528,Juja,025-342-4114,199312152166271
rec-00000484-bbb-0,Moamrs,Kariuki,Male,,,,
rec-00000484-bbb-1,Mosmed,Kariurki,Male,19980528,,,
rec-00000485-aaa-0,Kevin,Auma,Male,20071011,Eldoret,057-914-9077,200301167058661
rec-00000486-aaa-0,Eric,Mwangi,Male,19950809,Nanyuki,098-119-3990,199602088991089
rec-00000487-aaa-0,Jepkorir,Mohamed,Female,19950918,Bomet,091-763-3276,200205100647938
rec-00000488-aaa-0,Issack,Onyango,Male,19930423,Suneka,022-194-6418,200204115198917
rec-00000489-aaa-0,Jared,Kiprotich,Male,19951018,Chuka,022-045-5235,199907067976496
rec-00000490-aaa-0,Abdinoor,Musyoki,Female,20050113,Mwingi,058-216-0456,200308080719951
rec-00000491-aaa-0,Fredrick,Wanjiku,Male,19920421,Malaba,011-652-4491,200009291637304
rec-00000492-aaa-0,Brian,Shikuku,Male,20010822,Kakuma,011-465-4387,199909068105477
rec-00000493-aaa-0,Maina,Njeru,Female,20010918,Isiolo,033-602-2048,200802187112317
rec-00000494-aaa-0,Gift,Wabwire,Female,19920312,Eldama Ravine,011-655-9971,199806294716746
rec-00000494-bbb-0,Gifd,Wabwire,,,Eldama Ravine,,
rec-00000495-aaa-0,Omondi,Karanja,Female,19990213,Mombasa,022-359-4032,199612056620565
rec-00000495-bbb-0,Omondi,Kaarnua,,,Mombasa,,
rec-00000496-aaa-0,Edgar,Mureithi,Male,20001003,Malakisi,033-143-1548,200012286802316
rec-00000497-aaa-0,Mary,Osman,Female,20110601,Vihiga,098-111-7788,200511173496393
rec-00000498-aaa-0,Milkah,Njeri,Female,19990405,Mombasa,011-651-7156,200008061537122
rec-00000499-aaa-0,Mugambi,Bett,Female,20030128,Bondo,011-111-5786,200601108335234
rec-00000499-bbb-0,Mukambi,Bet,,20030128,,011-111-5886,200601108335234
rec-00000499-bbb-1,Mugamby,Bety,,20030128,,011-111-5786,
rec-00000500-aaa-0,Makau,Kigen,Female,20050203,Nakuru,011-654-2807,200006148784838
rec-00000501-aaa-0,Geoffrey,Maina,Male,20020528,Mombasa,091-873-9419,200406306545308
rec-00000502-aaa-0,Patrick,Kihara,Male,19990607,Meru,098-119-2737,200110216600431
rec-00000502-bbb-0,Patrick,,,,,,200110216600431
rec-00000502-bbb-1,,,,,Meru,,200110216600431
rec-00000503-aaa-0,Celestine,Kipkemei,Female,19990805,Nairobi,011-541-3350,200110061546154
rec-00000504-aaa-0,George,Adhiambo,Male,20060408,Nyansiongo,022-729-9075,199205207370664
rec-00000505-aaa-0,Evance,Kenga,Male,20040528,Kakamega,011-651-6541,200002140898124
rec-00000505-bbb-0,Evance,Kegna,,20040528,,011-65q-6541,20000140898124
rec-00000506-aaa-0,Alice,Cheptoo,Female,19930912,Mombasa,011-114-6758,199308292784938
rec-00000507-aaa-0,Mercy,Rotich,Female,19951002,Nairobi,091-163-5134,200409142397047
rec-00000508-aaa-0,Jackson,Kipyegon,Male,19930506,Kakuma,011-652-4984,199806179262717
rec-00000508-bbb-0,Jakkson,Kipyegon,Male,,,011-642-4984,19986179162717
rec-00000509-aaa-0,Raphael,Muhumed,Male,20020517,Mombasa,011-538-9248,199810078444092
rec-00000510-aaa-0,Ndungu,Rono,Male,19960721,Ahero,058-917-3552,200503187999708
rec-00000511-aaa-0,John,Waweru,Male,20000111,Malindi,022-994-7816,199904095611044
rec-00000511-bbb-0,Jojn,Wawmeru,Male,,Malindi,022-994-7817,1999040956110r4
rec-00000511-bbb-1,J0n,Waxwri,,20000111,,023-984-6816,199904095611044
rec-00000512-aaa-0,Beatrice,Nzomo,Female,19930927,Meru,011-651-4290,200201298249659
rec-00000512-bbb-0,Beatrice,jNzomo,,,,011-651-4290,
rec-00000513-aaa-0,Wekesa,Ibrahim,Male,19990208,Narok,011-501-7788,200107100849325
rec-00000513-bbb-0,Wekeza,Ibrahim,Male,19990w08,,011-50q-7788,
rec-00000514-aaa-0,Peninah,Joseph,Female,20030115,Litein,098-119-8001,199409130563349
rec-00000515-aaa-0,Teresa,Mutiso,Female,19990507,Rongo,098-111-0223,199910144058416
rec-00000516-aaa-0,Jecinta,Jeruto,Female,20000813,Ukunda,011-112-0129,199710141687729
rec-00000516-bbb-0,Jecinta,Jeruto,,,,,
rec-00000516-bbb-1,Jecintst,Jeruto,,,,011-112-0129,
rec-00000517-aaa-0,Robert,Kamau,Male,19970414,Ogembo,011-111-4082,200509266689217
rec-00000517-bbb-0,Robeaht,Kamo,Male,19970r14,Ogembo,021-111-4082,
rec-00000517-bbb-1,Robert,Kamzu,,,,011-111-4082,2005049266699217
rec-00000518-aaa-0,Brian,John,Male,20020320,Matuu,011-285-1716,199703215790486
rec-00000518-bbb-0,Briaj,Johne,Male,,,011-285-1716,
rec-00000518-bbb-1,Brijn,John,,20020329,,,199703215790486
rec-00000519-aaa-0,Mary,Ronoh,Female,19951116,Nakuru,091-818-5266,199910168319644
rec-00000519-bbb-0,Mary,,,199511q6,,091-817-5266,199910168319644
rec-00000519-bbb-1,Maror,Rono,Female,,,091-818-5266,
rec-00000520-aaa-0,Wambua,Mundia,Male,20071023,Nairobi,091-101-9044,199706254182596
rec-00000521-aaa-0,Mary,Njambi,Female,20010718,Nakuru,011-568-3375,199611279110485
rec-00000522-aaa-0,Sarah,Akinyi,Female,19991017,Tabaka,091-182-4127,199303265631979
rec-00000522-bbb-0,Saarh,Akihyi,,19991017,Tabaka,091-183-4127,19903265631979
rec-00000523-aaa-0,Diana,Mburu,Female,19930819,Mombasa,011-111-4813,200009299653831
rec-00000524-aaa-0,Moses,Maritim,Male,20080904,Mlolongo,057-087-4168,200708029302359
rec-00000525-aaa-0,Ann,Ntinyari,Female,20100217,Mombasa,011-112-8011,199201228018328
rec-00000526-aaa-0,Peter,Abdallah,Male,20071119,Kisumu,034-102-4585,200401289664685
rec-00000527-aaa-0,Wanjiku,Kamau,Female,20020106,Nairobi,011-431-5975,199105104095643
rec-00000528-aaa-0,Mutua,Muli,Male,19971214,Runyenjes,011-256-1573,199206224075537
rec-00000529-aaa-0,Kinyanjui,Bundi,Male,19960701,Mbita Point,091-184-1326,199904263729915
rec-00000529-bbb-0,Kiniajnui,Bunti,,19960701,Mbita Point,,
rec-00000530-aaa-0,Caroline,Maingi,Female,19961217,Limuru,034-399-1814,200103302405774
rec-00000531-aaa-0,Elizabeth,Nyakundi,Female,19951111,Kisumu,011-112-4426,199211167885764
rec-00000531-bbb-0,Elixabeth,Nyakunti,,19951111,Kisumu,011-212-4426,
rec-00000532-aaa-0,Naomi,Jepkirui,Female,20080317,Kisumu,091-712-1709,200611176773756
rec-00000533-aaa-0,John,Korir,Male,20020216,Kangundo-Tala,098-119-8474,199805149181153
rec-00000534-aaa-0,Johnstone,Cherono,Male,20020416,Nairobi,011-111-2688,199912222991649
rec-00000535-aaa-0,Otieno,Ndege,Male,20040508,Nairobi,091-100-9971,200007069946546
rec-00000535-bbb-0,Otieno,Ndeg,,,,091-100-9971,
rec-00000535-bbb-1,Ostieno,Ndege,,20040508,,,2004007069946546
rec-00000536-aaa-0,Brenda,Odhiambo,Female,19940903,Ruai,011-111-7959,200301079997948
rec-00000536-bbb-0,,Othiamno,Female,,,011-111-7959,
rec-00000537-aaa-0,Charles,Muriuki,Male,20030409,Ruiru,058-760-1570,199308301403171
rec-00000538-aaa-0,Lydia,Chepkorir,Female,19970510,Meru,011-382-4315,198804037957397
rec-00000539-aaa-0,Mohammed,Peter,Male,20050426,Kiambu,091-744-4921,199701205149211
rec-00000540-aaa-0,Lucy,Gikonyo,Female,20071118,Oyugis,011-510-1113,199705089192124
rec-00000541-aaa-0,Harrison,Mutai,Male,19900114,Mbita Point,025-151-6305,200801110463287
rec-00000541-bbb-0,,Mutai,Male,,,,
rec-00000541-bbb-1,,putao,,19900114,,025-151-6305,200801110462387
rec-00000542-aaa-0,Caren,Achieng,Female,19950724,Nakuru,034-165-2582,200311121110172
rec-00000543-aaa-0,Japheth,Ahmed,Male,19990725,Homa Bay,011-367-8025,199806069748545
rec-00000543-bbb-0,Japhet,Ahmet,,19990725,,011-367-8025,129806069748545
rec-00000543-bbb-1,Japheth,Amet,,19990725,,,199806059y485545
rec-00000544-aaa-0,Mildred,Rashid,Female,19990613,Nakuru,022-284-3923,201105269917875
rec-00000544-bbb-0,Mildrekd,Radhid,,199906q3,,022-284-3923,201105269917875
rec-00000544-bbb-1,Mildred,aRshid,Female,19999613,,022-284-2923,
rec-00000545-aaa-0,James,Mwaniki,Male,19950830,Ogembo,047-089-9150,199109167515058
rec-00000546-aaa-0,Cynthia,Chepkorir,Female,20041220,Kerugoya/Kutus,011-556-3142,200604052553954
rec-00000546-bbb-0,,Chepkorir,,20041220,,,
rec-00000547-aaa-0,Daisy,Mwangi,Female,19911210,Nyahururu,011-495-0181,200212173284137
rec-00000548-aaa-0,Grace,Mutindi,Female,19980722,Machakos,047-977-2877,199401165991063
rec-00000548-bbb-0,,Mutindi,,,Machakos,047-977-2977,
rec-00000549-aaa-0,Evans,Opondo,Male,20000114,Kisumu,011-112-6353,199309021281948
rec-00000550-aaa-0,Mbugua,Mbogo,Male,20060826,Voi,011-654-9727,200409209163899
rec-00000551-aaa-0,Julia,Imali,Female,20011217,Suneka,011-475-6832,200012061260169
rec-00000552-aaa-0,Bilha,Njoroge,Female,19990812,Nairobi,011-268-0377,200503184246551
rec-00000552-bbb-0,Bilhai,Njoro,,19990812,Nairobi,011-268-9377,
rec-00000553-aaa-0,Sarah,Akinyi,Female,20001029,Nyeri,011-655-5834,200007223179413
rec-00000554-aaa-0,Ibrahim,Wambui,Male,20030603,Vihiga,057-761-3055,199309135197837
rec-00000555-aaa-0,Lydia,Serem,Female,20030714,Machakos,011-112-6333,199701306262306
rec-00000555-bbb-0,Lyu9a,Serem,,,,011-112-6333,
rec-00000555-bbb-1,Lydiw,,Female,,Machakos,011-1q2-6333,
rec-00000556-aaa-0,Moureen,Kaburu,Female,19961107,Litein,011-528-4797,199910064173647
rec-00000557-aaa-0,Daniel,Mahat,Male,19991011,Ahero,033-516-0430,199508180674931
rec-00000558-aaa-0,Brian,Kiplagat,Male,20070406,Maragua,025-194-1894,200006091400473
rec-00000558-bbb-0,,Kiplagat,,,Maragua,0q5-19e-1894,200006991400473
rec-00000559-aaa-0,Hosea,Mwikali,Male,19940612,Kitui,058-669-6421,200506167154359
rec-00000560-aaa-0,Michael,Atieno,Female,19991106,Ngong,098-111-0305,199101212027909
rec-00000561-aaa-0,Shadrack,Wanjala,Male,20050717,Kangundo-Tala,025-245-8926,200109154390919
rec-00000562-aaa-0,John,Achieng,Male,20001009,Ruai,011-421-6206,200105132482897
rec-00000563-aaa-0,Abraham,Mutuku,Male,19980529,Mombasa,091-611-4216,200006023643275
rec-00000563-bbb-0,,Muthiu,Male,19980529,,091-511-4216,2600002023643275
rec-00000564-aaa-0,David,Kiprono,Male,19970729,Rongo,022-223-8685,199608103491513
rec-00000565-aaa-0,Kevin,Nzai,Male,20031105,Mtwapa,091-459-7608,200204046268535
rec-00000565-bbb-0,Kevin,Ntstai,,2o031105,Mtwapa,091-449-7608,
rec-00000566-aaa-0,Linet,Sakwa,Female,19940620,Makuyu,098-119-9586,199408103772357
rec-00000566-bbb-0,,Sackwa,,,Makuyu,098-119-9586,
rec-00000566-bbb-1,Linet,Sackw,,19940620,,,
rec-00000567-aaa-0,Paul,Wekesa,Male,20031116,Nairobi,034-069-5964,200312060928841
rec-00000568-aaa-0,Priscilla,Obonyo,Female,19990315,Mumias,011-114-4030,200711117963902
rec-00000568-bbb-0,Prisc9lla,Obonoy,,19990315,,011-114-4030,
rec-00000569-aaa-0,Mohammed,Abuga,Male,19940708,Kisumu,011-112-3406,199704290456615
rec-00000569-bbb-0,Mohammedy,,Male,19940708,,011-111-3r06,19970320456615
rec-00000570-aaa-0,Julius,Moses,Male,19970701,Bungoma,011-651-2663,199603141776933
rec-00000571-aaa-0,James,Mwende,Male,19990901,Nairobi,011-263-0272,200109176276976
rec-00000572-aaa-0,Catherine,Charo,Female,19971208,Wote,011-530-6248,200006172226865
rec-00000572-bbb-0,,Charo,,,,011-530-6248,20000617222685
rec-00000573-aaa-0,Kamau,Opiyo,Male,20010614,Nairobi,011-325-7072,199701106289636
rec-00000574-aaa-0,Janet,Omar,Female,19920224,Keroka,091-764-5439,200106270244388
rec-00000574-bbb-0,Janer,Omq4,Female,,,091-764-5439,200106270244288
rec-00000574-bbb-1,Jked,Omar,,,Keroka,091-764-r439,200296207244388
rec-00000575-aaa-0,Stephen,Mohamed,Male,19961008,Eldoret,022-707-7127,200903122914514
rec-00000576-aaa-0,Winfred,Onyango,Female,20050409,Thika,011-330-7606,200408121196321
rec-00000577-aaa-0,Frankline,Kipkosgei,Male,19990121,Nairobi,058-326-6312,199608159023363
rec-00000577-bbb-0,,Kipkosgei,,299o0121,Nairobi,058-326-6412,
rec-00000577-bbb-1,Frankkine,Kipkosjyi,,19999121,Nairobi,058-326-6312,199608159033363
rec-00000578-aaa-0,Joyce,Amina,Female,19911018,Nairobi,011-112-9219,199303225620966
rec-00000579-aaa-0,Faith,Mwangi,Female,20010217,Ahero,057-749-5855,199809238835051
rec-00000579-bbb-0,Faiti,Mwajgg,Female,20010217,,057-849-5855,
rec-00000580-aaa-0,Regina,Adhiambo,Female,19960323,Meru,091-845-0544,199606075278829
rec-00000581-aaa-0,Ali,Mutuma,Male,20020117,Kamulu,011-529-6388,201205099591715
rec-00000582-aaa-0,Charles,Kimutai,Male,19980521,Narok,098-111-6730,200612211578239
rec-00000583-aaa-0,Kevin,Korir,Male,19910330,Nairobi,091-157-9861,200204254954651
rec-00000584-aaa-0,Patricia,Wambui,Female,19971208,Eldoret,034-702-4122,199809211535688
rec-00000585-aaa-0,Timothy,Ojwang,Male,20000108,Muhoroni,047-067-8583,200707017469304
rec-00000585-bbb-0,Timothy,Ojwang,,,,047-067-85y3,200770103469304
rec-00000585-bbb-1,dTimothy,Ojwang,,20000108,,047-0y7-8583,7202708017469304
rec-00000586-aaa-0,Florence,Jama,Female,19891110,Nairobi,011-655-9755,199204155669942
rec-00000587-aaa-0,Kinyua,Chebet,Male,20000326,Eldama Ravine,011-114-7902,199710155186281
rec-00000588-aaa-0,Mary,Cherono,Female,19960714,Wote,091-431-2134,200611248249155
rec-00000589-aaa-0,Patrick,Mawia,Male,20080307,Webuye,091-100-5683,200408110927434
rec-00000589-bbb-0,Patrikk,Mawia,,20o80407,,091-100-5683,
rec-00000589-bbb-1,Plztrick,Mawya,,20080307,Webuye,091-100-5583,j004p08110927e34
rec-00000590-aaa-0,Abel,Haji,Male,20030625,Ngong,011-457-2822,200410245488847
rec-00000591-aaa-0,Abdi,Mnangat,Male,19940601,Ruiru,011-200-1455,199601268262499
rec-00000591-bbb-0,,Mnangat,,19940601,,,19960126u262499
rec-00000592-aaa-0,Alice,Kitsao,Female,20080215,Nairobi,033-919-8251,200112099699514
rec-00000593-aaa-0,Esther,Njeri,Female,20021205,Mlolongo,058-444-7378,200304212379817
rec-00000594-aaa-0,Njiru,Akinyi,Male,20040806,Iten/Tambach,011-111-1684,200101108130069
rec-00000594-bbb-0,Nziru,Akinyi,,2p040io6,,,200101108130069
rec-00000595-aaa-0,Kipkoech,Mutuku,Male,20000813,Ruiru,091-782-6545,199701037225759
rec-00000596-aaa-0,Peter,Mumbi,Male,20001108,Ruiru,011-114-3283,199809229004943
rec-00000596-bbb-0,Peahre,,,20001108,Ruiru,011-115-3283,
rec-00000597-aaa-0,Ruth,Hassan,Female,19991015,Oyugis,091-720-1832,200103288052746
rec-00000598-aaa-0,Job,Kiio,Male,20080420,Ahero,011-277-1851,200102189895611
rec-00000599-aaa-0,George,Njeru,Male,20030127,Nyahururu,091-187-7261,199812061498415
rec-00000599-bbb-0,Giorgio,jNeru,Male,,,091-187-7261,919812061498415
rec-00000600-aaa-0,Serah,Simiyu,Female,19960801,Litein,098-119-9322,200604057281999
rec-00000601-aaa-0,Esther,Odero,Female,19960914,Ruai,033-744-4193,199403204123232
rec-00000602-aaa-0,Emily,Omwoyo,Female,19920524,Nairobi,011-261-9159,199707271541311
rec-00000603-aaa-0,Andrew,Odoyo,Male,19980705,Kamulu,034-969-8162,200502263375671
rec-00000603-bbb-0,Andrew,Odouo,,199i0705,,034-969-8162,
rec-00000604-aaa-0,Yussuf,Cheruiyot,Male,20101012,Suneka,091-475-6402,199807204934026
rec-00000605-aaa-0,Pius,Murithi,Male,19971230,Nakuru,011-651-6917,200106307414955
rec-00000606-aaa-0,Brian,Atieno,Male,19980523,Nakuru,091-675-1951,199806280472166
rec-00000607-aaa-0,Stephen,Wanjala,Male,20020707,Suneka,011-651-5352,200001241861813
rec-00000608-aaa-0,Charles,Mwendwa,Male,20010621,Kitengela,047-432-6391,199801037083471
